,GC124670,GC124671,GC124672,GC124673,GC124674,GC124675,GC124676,GC124677,GC124678,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,GC124712,GC124713,GC124714,GC124715,GC124716,GC124717,GC124718,GC124719,GC124720,GC124721,GC124722,GC124723,GC124724,GC124725,GC124726,GC124727,GC124728,GC124729,GC124730,GC124731,GC124732,GC124733,GC124734,GC124735,GC124736,GC124737,GC124738
RIL182_00411,952,1086,478,935,388,812,1054,967,1652,38,48,102,135,134,75,1254,101,47,529,524,713,1441,742,1117,1322,1121,718,890,670,788,25,53,101,12,2,16,0,11,29,149,232,66,632,400,483
RIL182_00412,2549,2514.175,1096,3734,1123,2242,5700,5003,6434,403,367,388,791,339,667,5172,498,431,412,368,480,1615,1957,1434,1316,1446,1143,1708,882,1119,67,136,145,19,29,13,65,110,20,1594,1189,1653,1463,1085,1314
RIL182_00413,26276.495,13082.002,11540,36976.925,29140.16,24571,48458,42129,71067,3465,2973,2414,1070,1186,1343,989,1000,745,17434,8717,9470,24086,13832,12888,8325,28799.065,62811,16541,8242,12571,2882,3273,4549,320,354,332,107,79,54,1121,1036,1496,3016,2016,2658
RIL182_00414,1698,1019,690,3490,1459,2262,3750,3438,5674,248,167,194,156,127,59,214,172,131,364,227,212,1264,906,562,524,1224.012,1472,1195,413,876,144,164,178,14,19,30,23,23,0,204,112,215,595,467,543
"fig|536231.75.peg.427   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,2,0,16,12,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
"fig|536231.75.peg.428   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,18,22,13,6,16,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,0,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_00415,2692,1826,1144,2242,1528,2256,2715,2746,4232,540,403,395,651,388,311,611,339,355,1139,894,1037.194,1838,1709,1430.034,1381,1897,1885,1039,806,908,94,183,254,23,46,28,45,11,10,681,557,805,926,636,896
RIL182_00416,265.007,236,137,368,227,341,291,239,443,44,22,32,12,49,71,28,18,69,179,156,188,203,49,193,96,177,146,126,93,90,1,29,47,9,11,3,0,0,0,28,22,50,240,179,260
"fig|536231.75.peg.431   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_00417,577,450,301,487,458,216,190,337,596,81,43,43,48,17,23,110,31,11,235,141,175,483,112,265,369,435,512,336,61,305,39,59,76,11,18,9,0,0,0,76,114,143,613,578,429
RIL182_00418,3951.014,3497,2074,3458.022,2601,2316,3860,3271,5603,410,330,369,417,278,302,960,344,508,2350,2670,3290,4030,3115.226,2727,2586,4406,5385,2494,1286,2278.001,209,314,511,57,84,54,48,48,119,1196,1361,1547,3874,3096,3323
RIL182_00419,662,995,198,222,430,163,3,0,15,0,4,5,16,0,0,79,17,0,1563,1185,1316.801,340,199,251,512,397,205,40,107,74,11,54,85,14,2,0,0,13,0,60,26,49,35,44,31
RIL182_00420,17,19,21,12,7,3,0,81,54,4,2,0,0,16,0,13,23,16,146,118,81,195,106,88,10,40,14,11,13,9,16,1,3,1,0,0,0,0,0,7,13,0,0,9,2
RIL182_00421,6,11,0,1,2,4,6,25,27,1,3,3,0,10,29,0,15,0,69,69,26,191,274,85.161,14,20,56,15,0,9,3,5,2,0,0,0,0,0,0,0,0,0,12,10,18
RIL182_00422,83,80,56,37,24,25,119,193,205,4,3,6,45,24,14,27,58,39,455,421.2,279,1011,761,578,86,151,145,23,18,62,18,17,25,0,1,2,17,41,0,13,30,20,16,31,25
RIL182_00423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_00424,2,0,0,0,0,0,17,0,27,0,0,0,0,0,0,0,0,0,16,6,14,30,44,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
RIL182_00425,3,4,0,2,0,0,0,0,14,0,0,0,6,0,0,0,0,0,37,39,30,104,20,8,8,10,16,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
"fig|536231.75.peg.441   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RIL182_00426,6,6,0,3,1,0,0,1,69,1,0,1,19,20,12,0,32,0,53,20,20,48,9,32,4,8,11,2,0,8,2,0,3,1,0,0,0,0,0,0,0,48,32,0,9
RIL182_00427,4,4,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,12,3,9,4,7,7,1,5,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
RIL182_00428,321,329,210,288.008,165,223,495,545,711,52,42,39,70,62,30,78,92,10,1231,1105.56,1010,2833.375,1868.033,1681.178,419,626.007,826,418,411,368,19,37,41,9,17,20,0,20,7,97.022,116,222,315,169,285
RIL182_00429,4729.407,4856,2109,1213.992,1764,1485,106,140,159,40,14,31,6,43,40,244,46,28,5821,4398.977,4209,1126.625,742,852.822,3347,4071.993,1014,258,459,711,137,270,233,9,6,0,0,9,7,175.978,75,139,126,95,164
RIL182_00430,15850.287,19102.403,10354,6848,8687,6542,1040,1238,1664,180,129,89,377,184,188,2026,319,296,14894,11504.001,12857,6611,16018,6588.076,17005.791,15229,5132,1831,2115,3930,416,640,642,28,24,39,62,75,76,3387,2419,4443,2524,2141,2599
RIL182_00431,38,27,7,14,18,9,37,8,0,1,3,0,0,0,0,0,0,0,65,64,46,156,111,29,67,51,93,18,24,0,4,8,3,0,1,0,0,10,0,7,0,0,38,35,6
RIL182_00432,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,7,0,0,7,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_00434,2.142,5,0,12,0,4,0,0,1,4.719,4,0,0,0,0,0,0,0,13,13,6,121.927,48.204,53,4,22,14,4,24,5,0,0,2,0,0,0,0,0,0,9,0,11,0,0,0
RIL182_00435,26.858,31,22,33,17,40,88,76,118,9.281,2,1,0,0,11,0,0,0,257,216,120,792.073,627.796,478,76,101,94,130,105,15,0,2,5,4,0,0,0,0,12,23,0,41,17,23,29
RIL182_00436,3,13,5,12,4,8,16,0,24,1,0,1,0,0,0,8,12,0,57,32,32,145,60,88,8,12,6,71,14,53,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2
RIL182_00437,17,12,37,21,2,10,28,8,45,6,5,6,6,0,0,2,0,13,56,56,44,325.024,210.23,259,22,58,15,62,15,45,7,4,6,0,1,0,5,4,0,0,5,0,12,6,19
RIL182_00438,2.914,1,0,0,0,2,7,0,3,0,0,0,0,0,0,0,0,9,6,13,9,81,113.77,39,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
RIL182_00439,35.086,28,42,9,7,0,15,84,49,1,5,2,0,0,0,3,62,0,211.354,157,130,335,375,394,26,45,33,10,115,21,1,3,9,0,0,4,17,13,7,13,0,12,7,6,3
RIL182_00440,2,3,0,4,0,6,0,0,11,2,0,0,0,0,0,0,0,0,33.646,35,3,150,111,99,21,13,36,24,43,11,4,1,0,0,0,1,0,0,0,0,8,0,0,9,2
RIL182_00441,6,13,15,4,4,0,35,45,25,0,0,0,0,0,0,7,20,0,89,104.797,80,315,344,189,18,48,31,3,0,0,0,0,0,0,0,2,0,0,0,0,0,23,12,1,2
RIL182_00442,1,7,0,0,1,4,5,0,14,2,0,0,0,0,0,0,30,0,12,20.203,2,86,63,17,2,10,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0
RIL182_00443,51,39,30,57,21,32,68,62,39,3,4,7,0,3,18,6,15,0,286.04,190,133,633,380,256,44,84,112,112,74,58,10,12,5,2,0,1,0,0,26,0,34,49,24,34,28
RIL182_00444,16,12,21,8,2,1,10,16,4,3,1,0,0,0,0,0,0,0,29,23,9,17,39.793,29,8,4,17,8,0,0,0,0,4.999,1,0,0,0,0,0,0,0,0,4,6,0
RIL182_00445,21,14,37,9,27,3,7,13,28,2,7,4,9,0,0,9,20,21,92,131,69,189,193.397,122,19,37,33,28,16,5,0,4,3.001,0,2,9,0,6,16,41,0,51,36,30,13
RIL182_00446,64,59,14,43,21,51,110,109,136,11,10,4,18,0,0,14,65,16,271,358,197,996,766,610,107,167,214,81,48,77,1,9,20,5,3,9,8,0,8,22,20,14,71,59,40
RIL182_00447,17721.271,24358,9396,7398,8926,2814,4036,3260,6634,812,528,428,991,217,159,1202,601,721,10232.309,9102,9141.29,17467,29184,15384,9888,11089,6155,1496,1323,1346,212,676,1097,75,38,90,73,103,113,1567,1085,2012,1020,866,965
RIL182_00448,4,11,8,0,6,10,0,26,0,0,0,1,0,0,18,0,22,0,0,5,5,14,8,0,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1
RIL182_00449,395,392,149,404,387,325,280,316,363,42,25,23,25,0,0,147,24,12,317,255,254,197,217,175,302,387,249,82,32,78,13,29,53,1,0,5,7,0,0,263,161,159,742,491,554
RIL182_00450,757,712,327,753,497,589,432,349,484,46,14,26,11,54,37,283,82,44,326,262,246,362,498,279,464,585,490,260,65,271,41,40,72,25,45,31,2,3,5,527,339,612,1214,975,1009
RIL182_00451,316,282,101,332,291,317,313,234,451,24,18,12,29,17,58,48,24,0,130,143,123,148,184,97,164,284,324,197,66,176,39,27,50,1,12,6,12,0,0,87,129,107,405,331,380
RIL182_00452,1827,1515,909,2809,1572,2666,1656,1545,2379,284,230,270,563,239,129,638,188,342,816,614,688,631,1093,777,956,1533,1716,1150,322,755,150,184,200,51,31,29,27,45,52,1563,1383,1827,3151,2507,3083
RIL182_00453,185,189,97,249,158,286,119,280,214,9,5,21,6,10,34,87,40,26,123,106,113,140,179,135,129,255,167,204,29,105,2,19,21,3,0,0,0,8,0,192,180,204,480,461,448
RIL182_00454,9,3,0,0,3,0,0,46,9,0,0,0,0,0,0,4,0,0,85,51,25,57,50,23,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2
RIL182_00455,8,6,14,3,1,12,23,7,25,3,0,0,0,23,0,5,22,0,40,38,21,29,55,30,13,9,11,6,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
RIL182_00456,15,4,5,5,1,0,0,0,4,0,0,0,0,0,0,0,0,6,19,11,8,0,0,12,6,1,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_00457,2783,4831.289,233,644,1451,338,15,58,67,7,9,3,13,14,9,103,59,0,1730,1263,1798,570,188,286,1586,1480,83,12,35,39,0,89,87,9,0,1,0,0,0,43,16,25,71,38,65
RIL182_00458,112,111,91,28,36,3,13,98,48,1,5,0,3,0,0,18,0,0,99,109,69,203.129,190.016,83,94,73,37,5,0,16,0,7,5,0,0,0,0,0,0,0,15,14,10,32,15
RIL182_00459,1,9,0,5,3,0,0,17,7,0,0,1,0,0,0,0,0,0,15,5,12,2,0,0,7,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,2
RIL182_00460,1,0,0,7,0,0,30,0,14,0,0,0,13,0,0,0,0,0,31,25,7,58,0,25,2,4,2,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_00461,13,31,4,4,0,5,69,35,30,0,0,0,36,45,34,7,79,0,172,162,116,210.011,175,139,7,45,18,15,8,0,0,6,3,0,0,0,0,9,0,23,0,21.306,2,6,10
RIL182_00462,102,84,23,89,13,65,164,260,472,6,3,5,0,4,0,4,0,0,50,29,33,88,16,52,49,63,69,42,15,23,0,13,4,1,0,8,0,0,0,22,0,23,164,167,168
RIL182_00463,7,8,0,7,0,0,0,9,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,25,0,0,9
RIL182_00464,19,14,17,1,11,8,67,125,68,1,0,0,0,0,25,8,100,4,19,13,34,30,30,37,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,37,21,20
RIL182_00465,15,29.011,20,8,12,0,16,15,71,2,5,0,33,8,16,4,20,21,89,64,84,33,28,45,11,22,36,5,0,22,0,0,2,0,0,0,0,0,0,20,10,0,4,4,11
RIL182_00466,0,2,0,0,1,2,14,0,21,2,0,0,0,0,0,0,10,0,7,23,10,19,7,18,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RIL182_00467,1,1,0,0,0,0,11,22,22,0,0,0,0,0,0,0,0,0,13,9,2,17,0,13,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RIL182_00468,10,5,0,0,0,2,22,0,19,0,0,0,30,23,0,0,5,11,3,14,5,29,63,23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,8
RIL182_00469,0,5,14,0,0,0,13,16,31,0,0,0,3,0,0,0,37,0,5,1,1,13,7,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_00470,3,2,0,0,0,0,8,0,34,0,0,0,35,0,14,0,0,44,23,33,9,21,22,35,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,11,0
RIL182_00471,0,0,0,1,0,0,19,9,39,0,0,0,35,53,36.693,0,12,25,2,3,1,18,31,0,2,6,3,0,0,0,0,2,8,0,0,0,0,0,0,11,0,6,15,1,1
RIL182_00472,0,8,0,11,0,0,10,7,13,0,0,0,8,16,27.307,7,13,14,42,34,24,61,15,36,13,11,4,10,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
RIL182_00473,58,50,16,14,15,10,59,71,69,3,0,1,23,19,32,12,44.943,14,221,193,191,203,93,129,49,88,41,9,51,22,13,1,6,0,0,0,0,0,0,1,14,0,15,1,5
RIL182_00474,4,1,0,12,1,1,36,33,21,0,0,0,48,111,87,0,9.057,38,20,20,17,113.089,20,55,19,4,11,0,0,19,0,1,0,0,0,3,0,0,0,0,0,0,9,2,4
RIL182_00475,19,20,0,10,0,6,76,35,80,0,0,2,23,123,73,7,22,79,65,79,38,523.899,375,252,24,32,36,9,69,16,0,6,3,0,0,0,0,0,0,0,0,0,34,25,20
RIL182_00476,14,6,0,12,7,24,60,61,157,3,1,2,88,121,80,1,149,25,121,153,100,425,356,250,24,75,44,70,32,47,0,0,11,0,0,0,0,0,0,14,0,0,35,15,8
RIL182_00477,8,34,5,11,4,2,69,30,63,3,6,2,64,88,69,0,38,0,182,110,123,234,226,120,25,43,52,78,13,20,0,1,2,0,1,3,0,11,0,0,0,0,31,7,4
RIL182_00478,150,70,40,63,50,81,131,124,64,5,7,1,99,27,68,15,69,23,231.181,146,225,589,597,429,64,111,144,72,145,80,9,4,11,0,0,0,0,0,0,44,18,53,38,13,31
"fig|536231.75.peg.494   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
RIL182_00479,3,3,1,2,0,6,27,28.227,25,1,1,2,2,33,22,0,26,1,34,18,0,78,106.914,42,11,7,25,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14
RIL182_00480,7,11,15,7,0,16,29,36.773,36,3,0,0,7,47,9,4,13,12,44,49.054,46,119,52.086,49,6,50,14,7,0,15,0,2,1,0,0,0,0,0,0,0,11,0,12,5,15
RIL182_00481,16,8,0,10,10,8,18,28,24,1,4,0,0,6,0,0,42,0,24,7,19,16,8,5,4,10,23,0,0,0,0,3,5,0,0,2,0,0,0,0,0,0,3,4,9
RIL182_00482,7,10,0,6,3,2,166,164.437,96,1,3,2,174,138,68,10,37,43,150,156,107,414,383.493,202,22,25,32,30,0,6,0,3,0,0,0,0,0,10,0,15,4,19,9,17,4
RIL182_00483,2,0,13,0,0,0,0,29.563,3,1,0,0,17,8,56,10,0,0,31,30,13,83,59.507,33,10,10,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,8
RIL182_00484,2,1,0,0,0,0,0,0,30,0,0,0,5,15,10,0,28,33,18,21,9.613,66.412,61.771,54.588,4,14,35,19,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0
RIL182_00485,7,8,3,5,2,1,16,35,49,0,0,0,28,8,36,0,86,20,78,44,62.387,418.588,629.097,160,18,25,44,33,61,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,14
RIL182_00486,16,14,17,5,6,9,89,114,65,3,2,4,78,23,66,7,93,11,224,260,203,903.158,674,534,69,72,90,69,74,6,0,8,5,0,1,0,0,0,0,0,25,0,19,20,12
RIL182_00487,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,1,8,4,10,13,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_00488,2,4,0,0,0,4,5,33,0,0,0,0,6,12,26,4,35,0,11,35,15,63,66,33,3,20,5,15,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3
RIL182_00489,6,33,0,4,4,15,68,51,105,2,3,0,50,32,44,0,48,41,158,147,102,508,515,386,29,68,80,83,21,37,1,6,10,0,0,0,4,0,12,32,34,53,60,16,22
RIL182_00490,26.045,17,12,7,6,12,12,23,68,1,0,5,18,46,19,10,0,0,154,148,81,349,293,238,33,58,32,33,61,10,0,4,1,0,0,0,0,0,8,0,40,0,13,0,9
RIL182_00491,0,6,5,0,1,0,0,0,12,0,0,0,2,21,13,0,0,13,16,3,3,19,18.091,1,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RIL182_00492,7,27,2,11,0,1,31,77.326,26,0,0,0,27,8,46,4,39,0,109,118,83,371,219,198,39,74,47,26,42,13,0,0,4,0,0,0,0,0,0,0,9,14,14,20,2
RIL182_00493,0,1,0,0,0,2,14,5.674,16,0,0,0,0,0,0,0,0,0,6,5,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RIL182_00494,4,2,0,0,0,4,38,21,25,0,0,0,15,19,0,0,19,0,21,12,12,93,32,52,2,11,6,2,0,8,0,2,0,0,0,2,0,0,0,0,0,0,0,9,5
RIL182_00495,0,9,0,0,2,0,9,0,0,0,0,0,0,0,6,0,0,0,18,15,17,10,34,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0
RIL182_00496,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_00497,0,1,8,0,0,5,0,23,27,0,0,0,2,0,0,0,6,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_00498,2,6,0,2,3,0,7,10,10,3,0,0,17,11,19,0,11,5,19,34,20,32,44,19,2,17,13,5,0,0,0,0,1,1,0,0,0,5,0,12,0,0,0,5,0
RIL182_00499,1,0,8,7,5,1,7,70,11,0,0,0,0,0,0,0,0,0,59,57,48,16,11,4,4,6,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,5
RIL182_00500,16,16,19,20,13,27,69,28,93,3,2,7,106,53,52,4,44,108,58,69,58,133,163,77,21,17,28,18,43,11,0,0,5,0,0,0,0,12,0,15,5,62,23,17,5
RIL182_00501,2793.267,4438.832,1420.52,2255.536,2253.656,1708.983,24,7,136.172,22,22,21,3,8,29,89.57,0,0,957.582,631.361,822.721,404.602,881.754,346.976,2737.688,2078.593,416,96,82,145,37,110.266,73.997,10,0,4,0,0,6,23,24,13.013,109.97,158.998,103.075
RIL182_00502,26842.242,39461.001,14779.48,18116.464,17827.344,10627.017,3433,3104,4771.828,817,623,548,670,198,253,3282.419,566,338,12186.418,10173.639,8042.279,12590.398,33214.246,13325.024,20457.318,20375.79,3836,1260,1321,1790,220,708.734,639.003,32,27,6,110,171,50,3840,2814,4106.987,1691.03,1619.002,1979.62
RIL182_00503,1665,1486,751,3473,2009,1865,901,802,1093,132,104,137,289,160,125,294.011,157,101,231,159,164,687,1185,502,692,927,514,532,221,486,121,136,122,10,16,15,11,2,19,1572,1153,1909,1205,944,1106.098
RIL182_00504,15461.466,10521.123,5958.092,11100.071,8751.926,5504.56,2927.012,2886,3774.746,695.57,503,755,692.911,470.256,281,3297.777,542.769,582,4033.871,3315.41,3053.691,5709.048,8037,3836.725,10832.628,9964.894,7387.882,5811,2437,5977.257,427,726,833.45,163,268,239,189,376,237,10706.885,8138.851,12026,16053.166,12858.081,15962.506
RIL182_00505,150.676,150.099,43,203.996,172.424,167,20,69,58,16,6,10,5,0,15,33,0,0,72,52.777,47,114.378,46.977,51,61,86.083,41,29,0,8,3,28,24,8,6,0,0,0,0,41,13,59,81,91,91.495
RIL182_00506,636,453.019,306,1128.004,674.576,407,624,456,885,103,72,114,44,85,66,111,75,113,208,245.223,143,643,508.023,552,258,407,358,318,62,214,76,66,70,1,11,7,0,0,0,131,192,144,670,447,606
RIL182_00507,16,27,20,4,14,10,39,93,70,0,7,2,0,0,0,27,0,0,126,139,140,376,369,231,64,59,7,41,0,20,0,0,4,0,0,0,0,0,0,0,9,21,49,25,28
RIL182_00508,32,45,9,11,10,8,42,59,79,6,10,1,18,39,0,3,26,15,293,247,135,665,779,478,34,54,87,97,37,41,0,6,3,0,0,0,6,17,0,37,2,55,30,25,32
RIL182_00509,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,4,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_00510,488,456,99,4830,2571,2661,4112,3213,4521,275,289,314,991,466,290,773,260,456,943,657,473,2287,2502,1022,2650,4272,1215,607,77,552,31,71,59,32,14,36,135,104,145,4056,3867,5035,4861,3448,3437
RIL182_00511,675,625,335,7050.352,3605,3888,7201,5432,7470,452,346,504,1040,692,679,1028,565,620,1315.002,1019,1008,2029,2525,1412,3347,4947,3149,2198,382,1431,63,98,83,25,76,25,136,233,206,4368,3602,5513,6021,4513.175,4845
RIL182_00513,474.003,676,65,26285.188,19918,7102,7726,7820,15748,1759,991,1363,1980,949,876,3871,922,1204,9080,6283,6135.582,8572,4529,2467,21909.158,27523.433,5906,2144,825,2260,45,169,128,202,145,123,167,103,117,4215,5968,3928,14084,11691,10568
RIL182_00514,595,812,244,29188.902,19686,21700,3855,3535,7259,445,250,427,1274,505,389,6838,716,756,13879,10436,12971.418,5043,5599,2945,26239.072,30492.785,9436,3073,1308,4296,48,74,52,79,136,99,186,340,173,9686,7610,8617,18846,16503,16249
"fig|536231.75.peg.530   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",1,6,3,85,73,53,4,1,14,1,0,4,0,0,0,30,0,0,14,23,21,21,0,18,101,124,68,23,11,55,0,0,1,0,0,0,0,17,14,0,24,0,178,138,93
"fig|536231.75.peg.531   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",45.67,49,10,1470.562,1044.754,1140.036,1390.354,995.73,1537.662,116.456,56.999,114.217,393.155,209,103,706.622,145,216,1744.407,1190.5,1258.833,1262.954,1614.375,992.81,2463.973,2422.763,695.287,413.527,208,270,5,10,9,7,15,11,50,48.997,43,2097.534,2119.01,2151.403,1889.935,1619.903,1418.674
RIL182_00515,1919.374,2344.03,885,59326.476,40523.927,54982.964,15934.646,16858.27,24022.338,1265.544,746.001,1061.783,2265.845,1345,1089,19957.378,2288,1868,30945.595,25330.045,32388.196,18198.046,16629.625,15517.19,74645.831,87495.25,35648.713,17167.473,9444,18246,98,182,164,226,195,221,356,408.003,289,22219.466,19476.99,24194.171,59898.1,44642.097,46613.372
RIL182_00516,638,937,221,27684.898,17669.992,16459.685,5693.445,5596.627,8957.494,665.451,406.908,719.694,1519.333,572,794,5786.307,651.769,654,9136.934,6940.869,8322.716,5795.253,6803.749,5255.008,25032.333,27015.011,7454,2881.237,1135,3152,60,62,72,79.999,117.873,98,290,292,98,10102.818,10549.494,10359.267,24878.664,19693.018,20808.482
RIL182_00517,1393,1286.413,521,53648.269,26608.703,17851.774,14655.555,15192.373,19993.506,1189.549,918.092,1417.306,1504.667,1712,1338,2276.693,893.231,824,2092,1448.131,1182.284,6207.79,5775.251,3000.992,16769.749,36128.113,20104,12379.763,2760,9857,82,142,107,95.001,187.127,158,153,327,165,8309.182,7161.506,9207.733,28809.302,19226.982,20272.518
"fig|536231.75.peg.535   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",3,0,4,0,0,0,5,0,11,2,1,1,1,0,0,0,0,0,9,1,0,7,20,3,2,7,10,5,0,0,0,0,0,3,0,0,0,0,0,0,45,14,4,21,2
RIL182_00518,1169,1398,555,36035.16,21124.163,13976,13168,13090,20811,1859,1355,2210,2294,2234,2100,3484,755,1173,4911.102,3860,4617,8965,9876,4792,22714.401,34953.519,14345,8242,1413,6847,58,136,167,186,284,258,292,308,320,9039,11646,9838,34728,28427,26008
RIL182_00519,1233.006,1345,389,36007.546,22470.98,15917,15656,15541,23353,1737,1211,1929,2492,1823,1303,3594,1015,1398,11592,9729,12287,18046,16815,11713,24137.758,34047.075,14854,8384,2085,7174,86,165,158,220,249,264,411,312,280,11522,13722,11812,37497,25450,25210.521
RIL182_00520,777,814,227,19142,10483.002,11217,6206,5761,8727,395,252,422,806,390,471,1643,316,525,2307,1783,2466.923,3910,5451,3072,9062,14265,8911,4601,1868,4149,35,59,74,95,112,113,193,193,78,5923,5705,6527,17190,12365,13014
RIL182_00521,204,203,111,4703.298,2865,2018,1251.928,1246.149,2033.42,143.033,82,150,159.087,122,24,274.227,42,51,613,385.031,450,894.279,625.042,507.015,3402.379,4457.185,2117.122,1018,231,902,8,29,19,38,47,46,14.013,7,14,581.048,738.163,513.122,4452.066,3692,2915.068
"fig|536231.75.peg.540   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",3,3,0,70,33,93,7,0,28,2,0,2,12,4,3,0,0,0,17,8,15,42,0,12,23,17,106,73,0,40,0,0,0,0,0,0,0,0,0,43,28,18,32,15,21
RIL182_00522,429.594,563,229,11274.572,6100.182,7857.457,2695.541,2717.765,3606.449,193.595,112,217.66,294.913,319,169,1299.741,190,220,3130,2123.969,2737,2356.148,5038.022,2597.06,7607.18,10315.04,5994.022,3078.984,553,2746,27,35,29,50,47,56,78.987,68,114,4203.88,3088.837,4598.874,8757.401,6556.024,7658.532
RIL182_00523,997.406,922,445,29343.61,15296.658,13393.115,10080.53,10718.086,12114.203,541.372,436,656.34,892,568,559,2271.22,585,463,4691,4038,4950,6012.884,8124.935,5709.925,14732.373,22507.514,16272.291,7990.016,2692,6745,78,74,50,50,137,100,148,419,231,11580.043,7567,12507,21616.533,16300.976,18797.397
"fig|536231.75.peg.543   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",122,128,62,1786,1510.16,1348.999,640,456,636.927,24,36,59,105,23,19,445.811,29,57,1166,943,1185,662.688,1723,1008,2383,3094.972,1187.17,514,183,577,0,7,19,5,4,4,33,38,65,1266.029,697,1375.004,1476,1162,1195.003
